source,source_type,survey,case,DRIPreV3,DRIPostV3,provider,model
gemini-2.5-pro-preview-03-25,llm,fremantle,Fremantle,0.46039341549907276,0.38147314708467045,google,gemini-2.5-pro-preview-03-25
gemini-2.5-pro-preview-03-25,llm,swiss_health,CA,0.4006381368357792,0.10157083965019988,google,gemini-2.5-pro-preview-03-25
gemini-2.5-pro-preview-03-25,llm,uppsala_speaks,Activate,0.49880386161500057,0.49451527498513703,google,gemini-2.5-pro-preview-03-25
gemini-2.5-pro-preview-03-25,llm,uppsala_speaks,Standard,0.35454419969147666,0.4127036798363321,google,gemini-2.5-pro-preview-03-25
gemini-2.5-pro-preview-03-25,llm,valsamoggia,Valsamoggia,0.12627623476215644,0.3155335612343055,google,gemini-2.5-pro-preview-03-25
gemini-2.5-pro-preview-03-25,llm,zh_uster,USTER,0.25709854811388677,0.008946138940337814,google,gemini-2.5-pro-preview-03-25
gemini-2.5-pro-preview-03-25,llm,zh_winterthur,Winterthur,0.33121420279024893,0.10151687659664198,google,gemini-2.5-pro-preview-03-25
gemini-2.5-pro-preview-03-25,llm,zukunft,Zukunft,0.5855139065403494,0.15067048785432557,google,gemini-2.5-pro-preview-03-25
gemma,llm,acp,Citizen Parliamentarian,0.09656577553768497,-0.05679197344831836,google,gemma
gemma,llm,auscj,HGE Deliberative Group,0.08676555604482994,0.08502502899688552,google,gemma
gemma,llm,bep,BEP,0.4523331116731779,-0.061715128523614354,google,gemma
gemma,llm,biobanking_mayo_ubc,Mayo,0.06138762741068926,0.01786573415559458,google,gemma
gemma,llm,biobanking_mayo_ubc,UBC Bio,0.2595253131559232,0.11750049301479931,google,gemma
gemma,llm,biobanking_wa,WA Citizens,0.6427834364429175,0.1734409788695206,google,gemma
gemma,llm,biobanking_wa,WA Stakeholder,0.633864366554528,0.14381332379174122,google,gemma
gemma,llm,ccps,CCPS ACT Deliberative,0.6215684816612459,0.22241954240909198,google,gemma
gemma,llm,ds_aargau,Aargau,-0.06653483940996718,-0.1277536697575677,google,gemma
gemma,llm,ds_bellinzona,Bellinzona,-0.25392582448625545,-0.49461012636347695,google,gemma
gemma,llm,energy_futures,CSIRO NSW,0.42316180396082803,0.22318974837038053,google,gemma
gemma,llm,energy_futures,CSIRO WA,0.519175119644147,0.19793198834124517,google,gemma
gemma,llm,fnqcj,FNQCJ,-0.060195317687025685,-0.062291023424377014,google,gemma
gemma,llm,forestera,Forest Lay Citizen,0.40612047682233343,0.34276278886624606,google,gemma
gemma,llm,forestera,Forest Stakeholder,0.4300636804975926,0.33143062079901797,google,gemma
gemma,llm,fremantle,Fremantle,0.007982305887024088,-0.005709384950925461,google,gemma
gemma,llm,swiss_health,CA,0.18875194785155935,0.05442148166647732,google,gemma
gemma,llm,uppsala_speaks,Activate,0.5231703701489725,0.24275320804199932,google,gemma
gemma,llm,uppsala_speaks,Standard,0.2572885385548236,0.09706993998107653,google,gemma
gemma,llm,valsamoggia,Valsamoggia,0.10148954783320119,-0.07729047383121956,google,gemma
gemma,llm,zh_uster,USTER,0.4311007721673312,0.04101220876774454,google,gemma
gemma,llm,zh_winterthur,Winterthur,0.36130060833529676,-0.16251472791572175,google,gemma
gemma,llm,zukunft,Zukunft,0.5418782240645392,0.27545250855740766,google,gemma
gemma2:27b,llm,acp,Citizen Parliamentarian,0.1987223126459241,-0.0068302454418848555,google,gemma2:27b
gemma2:27b,llm,auscj,HGE Deliberative Group,-0.5762050421337462,-0.3165247617281989,google,gemma2:27b
gemma2:27b,llm,bep,BEP,0.6181040962929174,0.23556374536835487,google,gemma2:27b
gemma2:27b,llm,biobanking_mayo_ubc,Mayo,0.2390134057350186,-0.06196308868152668,google,gemma2:27b
gemma2:27b,llm,biobanking_mayo_ubc,UBC Bio,0.21885233788644443,0.03490808052462183,google,gemma2:27b
gemma2:27b,llm,biobanking_wa,WA Citizens,0.3640812364682664,0.12332308968400688,google,gemma2:27b
gemma2:27b,llm,biobanking_wa,WA Stakeholder,0.4413084859639802,0.2590398678403329,google,gemma2:27b
gemma2:27b,llm,ccps,CCPS ACT Deliberative,0.6103897559937492,0.1988063852719589,google,gemma2:27b
gemma2:27b,llm,ds_aargau,Aargau,0.29758026285662886,0.015711712401482197,google,gemma2:27b
gemma2:27b,llm,ds_bellinzona,Bellinzona,0.22062567338889028,0.47708451205512964,google,gemma2:27b
gemma2:27b,llm,energy_futures,CSIRO NSW,0.4495734250801655,0.43506506411597023,google,gemma2:27b
gemma2:27b,llm,energy_futures,CSIRO WA,0.5430423715168615,0.437748644891494,google,gemma2:27b
gemma2:27b,llm,fnqcj,FNQCJ,0.26640404385428207,0.07131058399616876,google,gemma2:27b
gemma2:27b,llm,forestera,Forest Lay Citizen,0.5153241049399304,0.5556451794813461,google,gemma2:27b
gemma2:27b,llm,forestera,Forest Stakeholder,0.532712424221842,0.5413816049085777,google,gemma2:27b
gemma2:27b,llm,fremantle,Fremantle,0.2424436131395511,-0.11135835166150859,google,gemma2:27b
gemma2:27b,llm,swiss_health,CA,0.3383518085270498,0.17694869231625535,google,gemma2:27b
gemma2:27b,llm,uppsala_speaks,Activate,0.5677556840765308,0.46214612398905264,google,gemma2:27b
gemma2:27b,llm,uppsala_speaks,Standard,0.6664481769011643,0.4548633421258306,google,gemma2:27b
gemma2:27b,llm,valsamoggia,Valsamoggia,0.26827007235760725,0.0506802716301873,google,gemma2:27b
gemma2:27b,llm,zh_uster,USTER,0.5294720274971458,0.4151039477385991,google,gemma2:27b
gemma2:27b,llm,zh_winterthur,Winterthur,0.5145724980282369,0.4414211655736356,google,gemma2:27b
gemma2:27b,llm,zukunft,Zukunft,0.5751307808955555,0.4254399095053026,google,gemma2:27b
granite3.3,llm,acp,Citizen Parliamentarian,0.06420118648348283,-0.023043169342197797,ibm,granite3.3
granite3.3,llm,auscj,HGE Deliberative Group,0.06042988436490693,0.021122715687537374,ibm,granite3.3
granite3.3,llm,bep,BEP,0.331014085351919,0.09846034679593785,ibm,granite3.3
granite3.3,llm,biobanking_mayo_ubc,Mayo,0.22524088954993293,0.19086647664560416,ibm,granite3.3
granite3.3,llm,biobanking_mayo_ubc,UBC Bio,0.198623960879599,0.1215915692872408,ibm,granite3.3
granite3.3,llm,biobanking_wa,WA Citizens,0.3111166991031833,0.12414545342729441,ibm,granite3.3
granite3.3,llm,biobanking_wa,WA Stakeholder,0.40788509622284796,0.16482631418746427,ibm,granite3.3
granite3.3,llm,ccps,CCPS ACT Deliberative,0.7237530947264739,0.37677172457811997,ibm,granite3.3
granite3.3,llm,ds_aargau,Aargau,0.40089047903512554,-0.031086055585565445,ibm,granite3.3
granite3.3,llm,ds_bellinzona,Bellinzona,-0.08270940880385291,0.23345137531288565,ibm,granite3.3
granite3.3,llm,energy_futures,CSIRO NSW,0.353939882826277,0.08414240213514655,ibm,granite3.3
granite3.3,llm,energy_futures,CSIRO WA,0.10402763321320285,0.12266498385346672,ibm,granite3.3
granite3.3,llm,fnqcj,FNQCJ,-0.5388814990178552,-0.0865608113639552,ibm,granite3.3
granite3.3,llm,forestera,Forest Lay Citizen,0.3325327193592853,0.28942003244233555,ibm,granite3.3
granite3.3,llm,forestera,Forest Stakeholder,0.6322100460345919,0.3952786721866164,ibm,granite3.3
granite3.3,llm,fremantle,Fremantle,0.20459771950411665,-0.036913804048725116,ibm,granite3.3
granite3.3,llm,swiss_health,CA,0.16267802267856424,0.1036719075674253,ibm,granite3.3
granite3.3,llm,uppsala_speaks,Activate,0.392062734512046,0.17667951777116803,ibm,granite3.3
granite3.3,llm,uppsala_speaks,Standard,0.02654897079505303,0.09409439665048484,ibm,granite3.3
granite3.3,llm,valsamoggia,Valsamoggia,0.10904522376675208,-0.14694137513050506,ibm,granite3.3
granite3.3,llm,zh_uster,USTER,-0.42183895249600467,0.1648353712243738,ibm,granite3.3
granite3.3,llm,zh_winterthur,Winterthur,0.3878957898642703,0.3220612107677546,ibm,granite3.3
granite3.3,llm,zukunft,Zukunft,0.5552436992990615,0.3506363859546855,ibm,granite3.3
llama3.1:405B-turbo,llm,acp,Citizen Parliamentarian,-0.041030744314160095,0.022275815013689713,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,auscj,HGE Deliberative Group,-0.6004824064894004,-0.4913965206030755,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,bep,BEP,0.45079319749176605,0.3131327441934368,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,biobanking_mayo_ubc,Mayo,0.35017100941767754,0.3005856673140117,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,biobanking_mayo_ubc,UBC Bio,0.35547270173033674,0.22365893068729495,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,biobanking_wa,WA Citizens,0.5000965148028804,0.3369543773605233,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,biobanking_wa,WA Stakeholder,0.563777551175511,0.3949069357862015,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,ccps,CCPS ACT Deliberative,0.5348115435021334,0.6523219387279375,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,ds_aargau,Aargau,0.2996527052491469,0.18575384913606469,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,ds_bellinzona,Bellinzona,0.4614351417902165,0.5848834794825601,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,energy_futures,CSIRO NSW,0.22118939627271805,0.03540374007498177,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,energy_futures,CSIRO WA,0.3035988105579699,0.24612005124801464,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,fnqcj,FNQCJ,-0.11732812443507412,0.4828668998583134,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,forestera,Forest Lay Citizen,0.5487038517546878,0.6121159321068312,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,forestera,Forest Stakeholder,0.37915229045458365,0.5105598695113261,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,fremantle,Fremantle,0.20569429672047135,0.12484113804279476,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,swiss_health,CA,0.4178145507945057,0.3468885588787461,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,uppsala_speaks,Activate,0.3341593240715537,0.40181789515002136,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,uppsala_speaks,Standard,0.31937331673584213,0.2789892687174594,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,valsamoggia,Valsamoggia,0.319928409451127,0.22313611194338398,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,zh_uster,USTER,0.48584187710178073,0.5507506324647661,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,zh_winterthur,Winterthur,0.4403558046770508,0.4608439986537743,meta,llama3.1:405B-turbo
llama3.1:405B-turbo,llm,zukunft,Zukunft,0.503453399578329,0.5785729658767608,meta,llama3.1:405B-turbo
llama3.3:70b,llm,acp,Citizen Parliamentarian,-0.2298411992032573,0.09126135162468688,meta,llama3.3:70b
llama3.3:70b,llm,auscj,HGE Deliberative Group,-0.6576636854874871,-0.6171805998659499,meta,llama3.3:70b
llama3.3:70b,llm,bep,BEP,0.5677534611876645,0.34097654231305485,meta,llama3.3:70b
llama3.3:70b,llm,biobanking_mayo_ubc,Mayo,0.19753781032119333,0.2052462562805396,meta,llama3.3:70b
llama3.3:70b,llm,biobanking_mayo_ubc,UBC Bio,0.13215310440651962,0.20775121598424828,meta,llama3.3:70b
llama3.3:70b,llm,biobanking_wa,WA Citizens,0.4522971856205895,0.4623713263520979,meta,llama3.3:70b
llama3.3:70b,llm,biobanking_wa,WA Stakeholder,0.4786076460931332,0.35226565049303626,meta,llama3.3:70b
llama3.3:70b,llm,ccps,CCPS ACT Deliberative,0.5427654199153562,0.5424450306573213,meta,llama3.3:70b
llama3.3:70b,llm,ds_aargau,Aargau,0.25889277947944,0.11229245906888106,meta,llama3.3:70b
llama3.3:70b,llm,ds_bellinzona,Bellinzona,0.26018558780311585,0.30292901393447275,meta,llama3.3:70b
llama3.3:70b,llm,energy_futures,CSIRO NSW,0.5267397047185092,0.19350607777268702,meta,llama3.3:70b
llama3.3:70b,llm,energy_futures,CSIRO WA,0.3993078264376677,0.4158488881816871,meta,llama3.3:70b
llama3.3:70b,llm,fnqcj,FNQCJ,-0.06115026360394327,0.39157344991986237,meta,llama3.3:70b
llama3.3:70b,llm,forestera,Forest Lay Citizen,0.44243397687221586,0.5974611538975866,meta,llama3.3:70b
llama3.3:70b,llm,forestera,Forest Stakeholder,0.4570153380998774,0.49354107367321287,meta,llama3.3:70b
llama3.3:70b,llm,fremantle,Fremantle,0.0828203591507568,0.08193099797860809,meta,llama3.3:70b
llama3.3:70b,llm,swiss_health,CA,0.3374465229657937,0.28280764252263524,meta,llama3.3:70b
llama3.3:70b,llm,uppsala_speaks,Activate,0.42775804214996627,0.5374496581859547,meta,llama3.3:70b
llama3.3:70b,llm,uppsala_speaks,Standard,0.2423897492238456,0.4049531199397228,meta,llama3.3:70b
llama3.3:70b,llm,valsamoggia,Valsamoggia,-0.3074962387671095,-0.04602420764072027,meta,llama3.3:70b
llama3.3:70b,llm,zh_uster,USTER,0.5446011523434575,0.5048937003336215,meta,llama3.3:70b
llama3.3:70b,llm,zh_winterthur,Winterthur,0.48177923907717246,0.490679020820969,meta,llama3.3:70b
llama3.3:70b,llm,zukunft,Zukunft,0.5631922214709271,0.38470956702756454,meta,llama3.3:70b
llama3:70b,llm,acp,Citizen Parliamentarian,0.09005547647215129,0.06686024997613492,meta,llama3:70b
llama3:70b,llm,auscj,HGE Deliberative Group,-0.6473541663720808,-0.5672312448584862,meta,llama3:70b
llama3:70b,llm,bep,BEP,0.3060947129802647,0.2552564081644891,meta,llama3:70b
llama3:70b,llm,biobanking_mayo_ubc,Mayo,0.2640653403116424,0.16647747286848621,meta,llama3:70b
llama3:70b,llm,biobanking_mayo_ubc,UBC Bio,0.1937243616233697,0.17270035420187033,meta,llama3:70b
llama3:70b,llm,biobanking_wa,WA Citizens,0.6199805291617271,0.23681006205944877,meta,llama3:70b
llama3:70b,llm,biobanking_wa,WA Stakeholder,0.47688832877237686,0.3055539978055092,meta,llama3:70b
llama3:70b,llm,ccps,CCPS ACT Deliberative,0.37671309679151355,0.5204417439600579,meta,llama3:70b
llama3:70b,llm,ds_aargau,Aargau,0.28677032288840354,0.20105203324749532,meta,llama3:70b
llama3:70b,llm,ds_bellinzona,Bellinzona,0.21707162725033835,0.5179063189201998,meta,llama3:70b
llama3:70b,llm,energy_futures,CSIRO NSW,0.39142998939685114,0.19665689412123136,meta,llama3:70b
llama3:70b,llm,energy_futures,CSIRO WA,0.37374941929834105,0.41944704331314864,meta,llama3:70b
llama3:70b,llm,fnqcj,FNQCJ,-0.030761716868798472,0.35199103424501854,meta,llama3:70b
llama3:70b,llm,forestera,Forest Lay Citizen,0.5891005750866856,0.5690354942360505,meta,llama3:70b
llama3:70b,llm,forestera,Forest Stakeholder,0.4328875055343533,0.4863105737798963,meta,llama3:70b
llama3:70b,llm,fremantle,Fremantle,-0.15952063270564898,-0.02288488746024737,meta,llama3:70b
llama3:70b,llm,swiss_health,CA,0.30392531777614784,0.26790648081009194,meta,llama3:70b
llama3:70b,llm,uppsala_speaks,Activate,0.2978734150581832,0.47624811195629013,meta,llama3:70b
llama3:70b,llm,uppsala_speaks,Standard,0.16044239448062436,0.340612714233217,meta,llama3:70b
llama3:70b,llm,valsamoggia,Valsamoggia,0.25154031597425774,0.032044274672085406,meta,llama3:70b
llama3:70b,llm,zh_uster,USTER,0.4669096470995351,0.5310079244607487,meta,llama3:70b
llama3:70b,llm,zh_winterthur,Winterthur,0.45584258115248444,0.4381001187756426,meta,llama3:70b
llama3:70b,llm,zukunft,Zukunft,0.5998364469664947,0.5487948344668743,meta,llama3:70b
llama4-maverick,llm,acp,Citizen Parliamentarian,0.06676406582238958,0.007843352923694381,meta,llama4-maverick
llama4-maverick,llm,auscj,HGE Deliberative Group,-0.15373585955913982,-0.1498657078598896,meta,llama4-maverick
llama4-maverick,llm,bep,BEP,0.5292191664264101,-0.03753205701731402,meta,llama4-maverick
llama4-maverick,llm,biobanking_mayo_ubc,Mayo,0.1970259984042082,0.003379524017787479,meta,llama4-maverick
llama4-maverick,llm,biobanking_mayo_ubc,UBC Bio,0.3059849858007684,-0.002503353401237766,meta,llama4-maverick
llama4-maverick,llm,biobanking_wa,WA Citizens,0.5425215626061592,0.1973631964740442,meta,llama4-maverick
llama4-maverick,llm,biobanking_wa,WA Stakeholder,0.4739761204944557,0.24533517367877455,meta,llama4-maverick
llama4-maverick,llm,ccps,CCPS ACT Deliberative,0.2965108784281798,-0.0028659362310157273,meta,llama4-maverick
llama4-maverick,llm,ds_aargau,Aargau,0.3114483729967019,-0.06579917786789359,meta,llama4-maverick
llama4-maverick,llm,ds_bellinzona,Bellinzona,0.36863240751065995,0.09746845685527601,meta,llama4-maverick
llama4-maverick,llm,energy_futures,CSIRO NSW,0.4265274369004979,0.12257851058627008,meta,llama4-maverick
llama4-maverick,llm,energy_futures,CSIRO WA,0.363303935309615,0.18570790657421743,meta,llama4-maverick
llama4-maverick,llm,fnqcj,FNQCJ,0.21039062527058228,-0.32474647809894674,meta,llama4-maverick
llama4-maverick,llm,forestera,Forest Lay Citizen,0.26265121810128855,0.02665909898932714,meta,llama4-maverick
llama4-maverick,llm,forestera,Forest Stakeholder,0.31786471166718155,0.046808393513355265,meta,llama4-maverick
llama4-maverick,llm,fremantle,Fremantle,-0.1352167127956967,-0.048300867594478665,meta,llama4-maverick
llama4-maverick,llm,swiss_health,CA,0.3216111765351537,0.13410687771102525,meta,llama4-maverick
llama4-maverick,llm,uppsala_speaks,Activate,0.27566434247214544,0.3178171050366108,meta,llama4-maverick
llama4-maverick,llm,uppsala_speaks,Standard,0.34631360124433974,0.3005619835077194,meta,llama4-maverick
llama4-maverick,llm,valsamoggia,Valsamoggia,0.06892255357531907,0.024036627040051717,meta,llama4-maverick
llama4-maverick,llm,zh_uster,USTER,0.4941577681144893,0.11320529600759854,meta,llama4-maverick
llama4-maverick,llm,zh_winterthur,Winterthur,-0.1410761921297493,-0.3798624953883007,meta,llama4-maverick
llama4-maverick,llm,zukunft,Zukunft,0.44479820702609896,0.10192396868168077,meta,llama4-maverick
llama4-scout,llm,acp,Citizen Parliamentarian,0.11514261645511215,-0.004745521720597938,meta,llama4-scout
llama4-scout,llm,auscj,HGE Deliberative Group,-0.30470059600229127,-0.20461405755920958,meta,llama4-scout
llama4-scout,llm,bep,BEP,0.567724425681764,0.25558700599576184,meta,llama4-scout
llama4-scout,llm,biobanking_mayo_ubc,Mayo,0.27315192187825676,0.1459927659306467,meta,llama4-scout
llama4-scout,llm,biobanking_mayo_ubc,UBC Bio,0.3404407974558148,0.110042683928978,meta,llama4-scout
llama4-scout,llm,biobanking_wa,WA Citizens,0.430061252189593,0.1843739401418305,meta,llama4-scout
llama4-scout,llm,biobanking_wa,WA Stakeholder,0.4678528497655132,0.2687293947424403,meta,llama4-scout
llama4-scout,llm,ccps,CCPS ACT Deliberative,0.5900297307199578,0.16425773480415626,meta,llama4-scout
llama4-scout,llm,ds_aargau,Aargau,0.35574967688821313,0.0887700916740361,meta,llama4-scout
llama4-scout,llm,ds_bellinzona,Bellinzona,0.4359805273445092,0.3590978597062061,meta,llama4-scout
llama4-scout,llm,energy_futures,CSIRO NSW,0.5295701526257435,0.08861182916500512,meta,llama4-scout
llama4-scout,llm,energy_futures,CSIRO WA,0.3455135325638634,0.2133472510321244,meta,llama4-scout
llama4-scout,llm,fnqcj,FNQCJ,-0.08573127161233118,0.24510772128513264,meta,llama4-scout
llama4-scout,llm,forestera,Forest Lay Citizen,0.5609285042384011,0.27756909286503634,meta,llama4-scout
llama4-scout,llm,forestera,Forest Stakeholder,0.47246432154697526,0.2562494000529619,meta,llama4-scout
llama4-scout,llm,fremantle,Fremantle,0.039311756269704734,0.01891707019680922,meta,llama4-scout
llama4-scout,llm,swiss_health,CA,0.38518334686814715,0.1432254307403113,meta,llama4-scout
llama4-scout,llm,uppsala_speaks,Activate,0.5527019973477121,0.4399797054116732,meta,llama4-scout
llama4-scout,llm,uppsala_speaks,Standard,0.5078752908491968,0.41172782618831927,meta,llama4-scout
llama4-scout,llm,valsamoggia,Valsamoggia,-0.729840666517761,-0.3332723133086834,meta,llama4-scout
llama4-scout,llm,zh_uster,USTER,0.5450677412509024,0.4656267789196073,meta,llama4-scout
llama4-scout,llm,zh_winterthur,Winterthur,0.5371489287754869,0.14938911195428842,meta,llama4-scout
llama4-scout,llm,zukunft,Zukunft,0.4813478703284553,0.3294584196159456,meta,llama4-scout
phi4,llm,acp,Citizen Parliamentarian,-0.24049975185912276,0.01942974133568292,microsoft,phi4
phi4,llm,auscj,HGE Deliberative Group,-0.27928718059433943,-0.24548459389807942,microsoft,phi4
phi4,llm,bep,BEP,0.5339011440278107,0.21354350624180718,microsoft,phi4
phi4,llm,biobanking_mayo_ubc,Mayo,0.3804885114276355,0.3570215132471106,microsoft,phi4
phi4,llm,biobanking_mayo_ubc,UBC Bio,0.3586381439156283,0.21119424178654866,microsoft,phi4
phi4,llm,biobanking_wa,WA Citizens,0.3927927109563205,0.4113153741716995,microsoft,phi4
phi4,llm,biobanking_wa,WA Stakeholder,0.3950490115068608,0.41100180790312874,microsoft,phi4
phi4,llm,ccps,CCPS ACT Deliberative,0.6181278666489833,0.37964332908595677,microsoft,phi4
phi4,llm,ds_aargau,Aargau,0.2978892095825827,0.002428224778046765,microsoft,phi4
phi4,llm,ds_bellinzona,Bellinzona,0.33364678779781,0.2646219950985229,microsoft,phi4
phi4,llm,energy_futures,CSIRO NSW,0.4116105837597219,0.24232861235542932,microsoft,phi4
phi4,llm,energy_futures,CSIRO WA,0.5126829760651637,0.27383887976455645,microsoft,phi4
phi4,llm,fnqcj,FNQCJ,0.11522119140454179,-0.3483596975803175,microsoft,phi4
phi4,llm,forestera,Forest Lay Citizen,0.5139129268292053,0.5341670498712843,microsoft,phi4
phi4,llm,forestera,Forest Stakeholder,0.4732375888349363,0.5459470746642449,microsoft,phi4
phi4,llm,fremantle,Fremantle,-0.03992670234126605,-0.010269456914098278,microsoft,phi4
phi4,llm,swiss_health,CA,0.3528356677065323,0.22470594734375632,microsoft,phi4
phi4,llm,uppsala_speaks,Activate,0.0766149124196811,0.25514681773465225,microsoft,phi4
phi4,llm,uppsala_speaks,Standard,-0.006090025690787759,0.17390791299420702,microsoft,phi4
phi4,llm,valsamoggia,Valsamoggia,0.29887232271627995,-0.002445040640396698,microsoft,phi4
phi4,llm,zh_uster,USTER,0.5333318860456444,0.34954448821165646,microsoft,phi4
phi4,llm,zh_winterthur,Winterthur,0.5014143674515885,0.4096072465711549,microsoft,phi4
phi4,llm,zukunft,Zukunft,0.5738566008663515,0.4385251089835599,microsoft,phi4
ministral-3b-latest,llm,acp,Citizen Parliamentarian,-0.23734335418829433,0.014249586443391075,mistralai,ministral-3b-latest
ministral-3b-latest,llm,auscj,HGE Deliberative Group,-0.16555761535118962,0.14267342684001505,mistralai,ministral-3b-latest
ministral-3b-latest,llm,bep,BEP,0.5352115376282345,0.14436776058206796,mistralai,ministral-3b-latest
ministral-3b-latest,llm,biobanking_mayo_ubc,Mayo,0.2575120769804118,0.10255954183257546,mistralai,ministral-3b-latest
ministral-3b-latest,llm,biobanking_mayo_ubc,UBC Bio,0.16555903725999044,0.055039419947638786,mistralai,ministral-3b-latest
ministral-3b-latest,llm,biobanking_wa,WA Citizens,0.3401439937132893,0.16658838271074458,mistralai,ministral-3b-latest
ministral-3b-latest,llm,biobanking_wa,WA Stakeholder,0.34385670768335164,0.20010782871204674,mistralai,ministral-3b-latest
ministral-3b-latest,llm,ccps,CCPS ACT Deliberative,0.6567557850705321,0.3429863236472284,mistralai,ministral-3b-latest
ministral-3b-latest,llm,ds_aargau,Aargau,0.38581871212333696,0.02959761733397318,mistralai,ministral-3b-latest
ministral-3b-latest,llm,ds_bellinzona,Bellinzona,-0.17773371803532811,-0.1746340683052703,mistralai,ministral-3b-latest
ministral-3b-latest,llm,energy_futures,CSIRO NSW,0.43911648535728753,0.18804214662450405,mistralai,ministral-3b-latest
ministral-3b-latest,llm,energy_futures,CSIRO WA,0.4944345273099522,0.23608154739320591,mistralai,ministral-3b-latest
ministral-3b-latest,llm,fnqcj,FNQCJ,0.33403137452634857,0.22170787701941624,mistralai,ministral-3b-latest
ministral-3b-latest,llm,forestera,Forest Lay Citizen,0.4650693699534143,0.36520550812625086,mistralai,ministral-3b-latest
ministral-3b-latest,llm,forestera,Forest Stakeholder,0.6505660816040006,0.40179182556860127,mistralai,ministral-3b-latest
ministral-3b-latest,llm,fremantle,Fremantle,0.13164202502801592,0.06952473115709806,mistralai,ministral-3b-latest
ministral-3b-latest,llm,swiss_health,CA,0.10172412385967733,0.12734514297660773,mistralai,ministral-3b-latest
ministral-3b-latest,llm,uppsala_speaks,Activate,0.3409595285631417,0.26872665821112973,mistralai,ministral-3b-latest
ministral-3b-latest,llm,uppsala_speaks,Standard,0.25610045043247154,0.21617869650441496,mistralai,ministral-3b-latest
ministral-3b-latest,llm,valsamoggia,Valsamoggia,0.37205824430770895,0.07362512409126695,mistralai,ministral-3b-latest
ministral-3b-latest,llm,zh_uster,USTER,0.5151052445543784,0.18663616556923146,mistralai,ministral-3b-latest
ministral-3b-latest,llm,zh_winterthur,Winterthur,-0.8225418993668667,-0.058036126431205294,mistralai,ministral-3b-latest
ministral-3b-latest,llm,zukunft,Zukunft,0.5481511550921432,0.10016867371697952,mistralai,ministral-3b-latest
ministral-8b-latest,llm,acp,Citizen Parliamentarian,0.032928352560303686,-0.07453840032450824,mistralai,ministral-8b-latest
ministral-8b-latest,llm,auscj,HGE Deliberative Group,0.15885616882728892,0.006696814664974046,mistralai,ministral-8b-latest
ministral-8b-latest,llm,bep,BEP,0.34639296898992833,0.24075013108061807,mistralai,ministral-8b-latest
ministral-8b-latest,llm,biobanking_mayo_ubc,Mayo,0.27717383099385273,0.1886564370395912,mistralai,ministral-8b-latest
ministral-8b-latest,llm,biobanking_mayo_ubc,UBC Bio,0.19822827706057056,0.24850125910387205,mistralai,ministral-8b-latest
ministral-8b-latest,llm,biobanking_wa,WA Citizens,0.30167208386556976,0.4116865926966069,mistralai,ministral-8b-latest
ministral-8b-latest,llm,biobanking_wa,WA Stakeholder,0.41092120837434387,0.3404881400590691,mistralai,ministral-8b-latest
ministral-8b-latest,llm,ccps,CCPS ACT Deliberative,0.475755562770644,0.29425612292062636,mistralai,ministral-8b-latest
ministral-8b-latest,llm,ds_aargau,Aargau,0.23564546836972178,-0.003821385469232108,mistralai,ministral-8b-latest
ministral-8b-latest,llm,ds_bellinzona,Bellinzona,0.18876411701505247,0.5106379471297309,mistralai,ministral-8b-latest
ministral-8b-latest,llm,energy_futures,CSIRO NSW,0.35591557621521397,0.3197895334885459,mistralai,ministral-8b-latest
ministral-8b-latest,llm,energy_futures,CSIRO WA,0.39428850527373815,0.3534077867453349,mistralai,ministral-8b-latest
ministral-8b-latest,llm,fnqcj,FNQCJ,0.2792920180947316,0.2007811282888167,mistralai,ministral-8b-latest
ministral-8b-latest,llm,forestera,Forest Lay Citizen,0.39661172838135106,0.4992674951860702,mistralai,ministral-8b-latest
ministral-8b-latest,llm,forestera,Forest Stakeholder,0.3331661430783417,0.43496944604662957,mistralai,ministral-8b-latest
ministral-8b-latest,llm,fremantle,Fremantle,0.16069610056053474,-0.01410876473690917,mistralai,ministral-8b-latest
ministral-8b-latest,llm,swiss_health,CA,0.28714932487351685,0.1338898418353329,mistralai,ministral-8b-latest
